target,audspecRasta_lengthL1norm_sma_upleveltime25,pcm_fftMag_psySharpness_sma_leftctime,mfcc_sma[5]_upleveltime75,mfcc_sma[10]_percentile1.0,mfcc_sma[12]_skewness,pcm_fftMag_fband1000-4000_sma_de_quartile2,audSpec_Rfilt_sma[12]_peakMeanRel,audSpec_Rfilt_sma[22]_meanFallingSlope,pcm_fftMag_spectralSlope_sma_qregc3,mfcc_sma[5]_qregc2,audSpec_Rfilt_sma_de[5]_peakDistStddev,audSpec_Rfilt_sma_de[11]_peakMeanRel,audSpec_Rfilt_sma_de[20]_stddevFallingSlope,mfcc_sma_de[2]_meanFallingSlope,mfcc_sma_de[5]_minRangeRel
1,0.2453977,0.5052083,0.029677195,-22.416313,-0.2513394,-3.41E-06,1.7993002,11.008208,0.93113047,0.00354365,0.90046835,-20,7.4288764,66.09091,0.64986956
1,0.15033947,0.51438266,0.03473344,-31.898361,-0.011989974,-1.32E-05,2.3971071,17.399511,0.9191196,-0.000150865,0.472663,20,36.76418,74.717674,0.5783409
1,0.22802128,0.51734614,0.3166287,-38.437813,-0.34425446,-1.78E-06,2.5212984,10.647414,0.9875388,-0.010631483,0.47593063,-20,5.211369,75.23184,0.6058304
1,0.04216349,0.50239646,0.08809436,-24.69889,-0.81098235,-2.33E-07,2.4722414,27.201666,0.959622,0.004342585,2.194893,-20,19.500294,75.861855,0.58426315
1,0.008062274,0.50305724,0.030425118,-16.014484,-0.38536233,-6.36E-08,2.179508,8.457213,0.9868302,-0.002588969,2.268636,-20,9.557323,57.86776,0.6230138
1,0.056533135,0.50449103,0.15039282,-37.29723,-0.4954493,-1.15E-06,2.4289274,13.009293,0.97344637,-0.002930752,0.64875066,19.999996,11.181939,76.53024,0.64684516
1,0.002501925,0.50173146,0.3278846,-24.818441,-0.14805864,-3.77E-08,5.6402445,3.6985927,0.9849005,0.006646116,3.9741588,-20,81.82126,70.67279,0.5711465
1,0.001253761,0.50727,0.08383459,-23.30405,-0.4864189,-1.93E-07,17.40728,11.224607,0.99625474,0.006122356,14.52119,20,12.557422,55.878483,0.5422656
1,0.26666668,0.50329006,0.05650194,-24.502556,-0.41753057,-8.67E-07,2.0580797,14.406873,0.9517104,0.004598518,1.5821803,-20,9.4958315,72.36668,0.648952
1,0.027349288,0.5078783,0.09977494,-26.814346,-0.12736812,-4.95E-07,2.1374123,6.7506313,0.99444723,-0.00092788,0.5853022,20,9.039175,61.073326,0.6182441
1,0.060384735,0.5042682,0.10478149,-24.84716,-0.29558545,-1.34E-06,2.0656562,16.202227,0.9633454,0.001855609,3.3719049,-20,11.5380335,57.335182,0.60268086
1,0.2030303,0.50685585,0.02327064,-21.86119,-0.1050796,-2.39E-06,1.7005358,7.454104,0.9414773,0.002681038,0.80489707,20,5.1811614,63.93823,0.6628775
1,0.093950376,0.49958205,0.3283208,-26.099554,-0.76783764,-1.01E-06,2.2913177,10.165107,0.9408426,0.005570266,0.5030716,-20,8.340942,88.7884,0.6128044
1,0.09955855,0.5010453,0.0361124,-29.653082,0.30679515,-3.59E-05,2.647755,15.073885,0.9413906,-0.000605735,0.5126071,-20,7.4453506,80.54259,0.5924701
1,0.005175218,0.50036955,0.1032954,-18.371078,-0.8059346,-1.99E-07,2.509731,13.738609,0.98011506,0.001208542,1.3938233,20,7.6168637,64.272156,0.6014461
1,0.005253064,0.50079197,0.13778445,-29.836481,-0.09238579,-1.41E-06,2.4483852,7.873214,0.987847,0.002261911,2.8341553,20,5.9576254,57.39461,0.70144504
1,0.00361991,0.50889355,0.057547454,-23.37968,0.18812232,-5.83E-06,2.3477242,14.446778,0.98354566,-0.002442086,0.5790702,20,12.660368,61.254566,0.6839808
1,0.16114135,0.502061,0.07120488,-43.257935,-0.27469385,-3.06E-06,2.2105808,10.062406,0.9112074,-0.002501972,0.92186177,20,11.493984,65.392876,0.6109572
1,0.006531205,0.505622,0.014865845,-18.637424,-0.119038455,-8.17E-06,1.9027424,14.636623,0.9862662,-0.004362586,0.33411616,-20,21.315662,76.927826,0.73613864
1,0.16912684,0.5076288,0.08252063,-25.73829,-0.58356494,-8.40E-07,2.273631,11.75338,0.9061734,0.000900155,0.56809866,20,4.947414,68.69521,0.6065478
1,0.16056034,0.5110393,0.023950484,-35.740032,-0.59955305,-2.12E-05,2.2963884,14.358657,0.92671853,-0.005751326,0.9378678,-20,18.261084,94.60656,0.647382
1,0.052906834,0.5170233,0.015560418,-39.95626,0.49116328,-1.16E-06,2.4659984,9.77519,0.9292675,-0.002131956,0.99081844,-20,13.923549,76.00795,0.6611788
1,0.085341364,0.5158053,0.048395187,-33.760696,-0.5939032,-1.53E-05,2.3440845,13.038016,0.9534666,-0.007837824,0.31667712,-20,12.383119,105.67032,0.6150726
1,0.052693207,0.50351214,0.098425195,-22.64235,-0.17852092,-6.73E-07,2.923697,13.649885,0.9806014,0.003331441,2.203701,20,16.350687,70.295784,0.624888
1,0.1337004,0.51194435,0.089096576,-29.940495,-0.35970733,-3.38E-07,1.6286966,9.704751,0.9673434,0.002218564,0.95815504,-20,4.9186096,61.34394,0.62096965
1,0.10068556,0.5055754,0.14442058,-28.83628,-0.30274862,-9.94E-06,2.0648923,11.641137,0.97311395,0.005444857,1.2445741,-20,11.541101,69.731155,0.68284357
1,0.01754386,0.50323904,0.047069974,-19.962214,-0.42211324,-9.47E-08,2.0841992,11.905436,0.98890525,0.001451254,0.4719954,19.99955,14.364658,62.258175,0.575625
1,0.15940431,0.50468576,0.07190083,-38.29162,0.20469214,-2.44E-06,2.3846211,11.990874,0.963112,0.002570337,0.4096304,-20,13.25167,88.88777,0.5574192
1,0.098881826,0.5099715,0.10405257,-20.64288,-0.7616144,-4.92E-08,1.5000507,5.9902635,0.9425128,0.003427805,0.36995915,-20,7.0244694,51.740242,0.761583
1,0.14211212,0.4990876,0.0758405,-25.071365,-0.47873223,-2.35E-06,2.216579,9.7644205,0.9245247,0.0059997,0.8325343,-20,10.96697,86.58065,0.5773102
1,0.07829864,0.5046465,0.33740658,-27.5985,-0.067321,-2.16E-06,2.9674377,14.636272,0.9410128,0.000189615,1.8637587,-20,9.265657,65.39562,0.6683654
1,0.02683428,0.50549847,0.05630059,-32.48433,-0.48306787,-1.13E-05,2.6305065,14.506565,0.9050825,0.000672504,0.5672745,-20,7.0319204,83.39315,0.5385202
1,0.15069593,0.5321027,0.02406417,-46.659256,-0.45822126,-2.20E-07,2.1988893,10.163576,0.92936987,-0.000702528,0.43796355,-20,5.448111,63.369827,0.67324257
1,0.17608218,0.51014423,0.03469338,-24.12963,-0.5577179,-5.34E-06,1.9859345,9.25359,0.997898,0.006600327,1.1873767,-20,7.50031,66.64233,0.60088867
1,0.11789021,0.49801654,0.024454726,-22.879112,-0.5694991,-2.20E-08,2.199613,4.0720496,0.9833609,0.001488984,0.6670562,-20,2.3884985,60.398388,0.59674156
1,0.14285715,0.5024414,0.034293387,-28.772638,0.15331668,-6.56E-06,3.007063,9.334147,0.9640772,-0.00187258,1.3178406,-20,6.5642543,79.4311,0.67117655
1,0.06856598,0.49781957,0.22179836,-27.153633,-0.6286572,-2.14E-06,2.3888083,3.7318394,0.95311356,0.004564109,1.8725926,20,4.8724356,62.04207,0.6585328
1,0.12380015,0.5156212,0.38062453,-34.020798,-0.8628481,-3.25E-07,1.732408,8.431042,0.9554716,0.002588916,1.573803,-20,2.0984938,62.85261,0.7463778
1,0.07579984,0.5063146,0.10181997,-31.550932,-0.06771389,-1.33E-06,2.353608,13.794197,0.9652878,0.001556377,0.7678303,-20,9.41706,63.241516,0.5270618
1,0.12959795,0.50712657,0.299943,-39.79219,-0.19135167,-6.18E-06,2.2253246,14.775242,0.9539313,-0.002976531,0.8537833,19.99998,10.947542,77.38441,0.74100745
1,0.10883191,0.49925944,0.061966054,-25.073051,0.29309568,-4.83E-07,2.3455572,11.814095,0.96853286,0.001647098,0.9792956,-20,8.354386,71.5805,0.6604521
1,0.005006954,0.50542116,0.017782718,-11.437575,0.13636862,5.29E-08,6.5754514,17.17946,0.9664124,8.69E-05,3.3886359,-20,34.6066,53.77063,0.5873472
1,0.06365681,0.5042366,0.027312014,-37.86374,-0.9570411,-1.75E-06,2.1923645,9.315,0.9904454,0.000543011,1.2238029,20,7.4469414,76.45027,0.6039529
1,0.002225369,0.51385236,0.054780677,-22.570633,-1.3193755,-9.59E-08,14.585978,20.71234,1.0052607,-0.003545484,0.049999997,-20,182.18564,55.88245,0.6502358
1,0.1309097,0.50454354,0.06251563,-25.055239,-0.8174694,-4.03E-06,2.0452728,16.095999,0.9653751,-0.000710234,0.96007717,-20,9.098483,61.287094,0.6063676
1,0.8297652,0.5067311,0.03347136,-21.814463,-0.13991809,-8.99E-08,1.6105995,8.448795,0.9984339,0.007432609,0.47172678,19.999554,5.3576655,57.679455,0.7148348
1,0.111056514,0.50957763,0.038782522,-33.969025,-0.4437543,-1.74E-06,2.2962768,10.9408245,0.95392376,-0.000274859,0.34669268,20,5.5896072,80.90862,0.600067
1,0.17908832,0.5000676,0.040151414,-24.985826,0.2600285,-4.54E-06,2.3448918,11.0542555,0.94847476,-0.000115898,0.5190575,-20,6.816909,98.77409,0.57641876
1,0.011673477,0.5069612,0.015837293,-33.301346,-0.05842751,-3.60E-06,3.0160847,13.693784,1.0107837,-0.003278313,0.7036198,-20,35.648975,77.43743,0.5545606
1,0.10804939,0.5097165,0.015085714,-25.433857,0.15891568,-3.89E-07,2.6004932,12.6475525,0.9684288,0.000206893,1.4484416,-20,12.770768,69.873634,0.57267773
1,0.14404894,0.5080623,0.23054475,-37.078392,-0.53469473,-2.38E-06,2.6280708,13.624346,0.97277516,0.00083032,1.0810708,-20,12.525292,79.60723,0.6505369
1,0.006870706,0.5062896,0.04094193,-21.162037,-0.09922445,-1.42E-06,1.8241687,11.097939,0.9953095,0.00032253,0.43987548,-20,9.568488,62.98951,0.5496596
1,0.02556441,0.5102888,0.01725282,-30.711117,0.3129675,-8.00E-06,2.6736774,14.266046,0.98156,-0.0015375,1.9803776,19.998821,10.624466,75.41453,0.50963396
1,0.13968788,0.51315385,0.07767584,-25.05099,-0.44889447,-7.91E-07,2.299707,9.733199,0.95385367,0.001238547,0.50129014,-20,6.0993876,78.41467,0.6542027
1,0.06684564,0.5055004,0.010726736,-15.611081,-0.03969324,-8.17E-07,2.6312509,8.539504,0.9350658,0.007270964,1.7103515,-20,6.9467115,58.464832,0.6150682
1,0.07204754,0.50457805,0.4563443,-29.857227,-0.25935465,-1.91E-06,2.4647524,16.999199,0.9822667,-0.007736858,0.97952914,-20,7.896627,67.75863,0.7016797
1,0.037917927,0.5136926,0.012374549,-35.69815,0.64158916,-8.49E-06,3.733993,19.510902,0.96711856,0.001949796,0.6030034,-20,12.881412,88.63766,0.5790824
1,0.14472124,0.510555,0.29558927,-25.905067,-0.48829076,-1.43E-07,2.3142624,12.970476,0.9592067,0.001587367,1.3230863,-20,7.852464,68.291985,0.5766839
1,0.09197844,0.50449127,0.3209796,-44.590927,-0.9451834,-2.53E-07,2.6011,16.634905,0.9521713,0.00330893,0.9125468,-20,12.356768,86.706604,0.62560266
1,0.09873631,0.5100219,0.059437614,-38.67162,-0.29741186,-8.75E-06,2.1788218,24.024027,0.9746169,0.006671348,0.78650475,20,18.571608,78.94609,0.57252514
1,0.11730177,0.5069271,0.13255098,-13.694314,-0.20283806,-5.31E-08,2.1746407,10.18801,0.9678494,-0.000717274,1.5767338,20,8.093779,61.48706,0.58855855
1,0.06667775,0.49601063,0.039049517,-19.545624,-0.7986241,-9.28E-06,1.5644298,7.316672,0.93800527,0.001747964,0.5038459,-20,7.7033205,66.8998,0.54637796
1,0.26726097,0.5070767,0.04681223,-28.71743,0.26214048,-1.30E-06,1.9922726,16.844,0.97690475,0.003167956,0.42513788,-20,8.171589,91.95678,0.61351204
1,0.1003487,0.5100697,0.016647309,-33.728718,-1.1712594,-4.89E-08,2.0587134,2.5190995,0.9871497,0.004003753,1.2647839,-20,1.3437893,59.13633,0.73270464
1,0.014916527,0.5176296,0.08334156,-24.289448,-0.41250065,-7.05E-07,1.3098373,8.169666,0.96066576,0.00155658,0.945421,20,4.684322,59.464302,0.6772469
1,0.1079073,0.48947835,0.07990101,-28.898785,-0.27007055,-9.29E-07,2.2913733,14.322166,0.9582343,-0.00570525,0.42452738,-20,25.354866,91.77377,0.6209375
1,0.049270075,0.5066883,0.04943274,-27.549389,0.93570143,-2.47E-08,3.9734354,15.9814005,0.97454554,-0.001507243,1.6100307,-20,23.867321,67.62004,0.60956097
1,0.080337174,0.49595872,0.072374076,-34.99703,-0.14174329,-6.39E-06,2.5527802,15.116927,0.84684485,-0.002337538,0.7563935,-20,25.350317,116.19974,0.6151533
1,0.11043836,0.50532687,0.07879448,-28.819584,0.041491237,-2.75E-06,1.9111322,16.2818,0.9459071,0.003888655,0.80028224,-20,12.773813,74.836914,0.62594986
1,0.10250034,0.51719373,0.26508352,-23.539745,-0.3771331,-5.66E-07,1.6606846,3.726272,0.9955341,0.004073561,0.41554564,19.999994,3.9748414,61.800976,0.78411835
1,0.19068559,0.4979021,0.14339924,-27.238499,-0.2244034,-2.76E-07,2.3241534,13.920273,0.95932716,-0.004556661,0.56546545,-20,9.443729,99.20543,0.7135291
1,0.17477548,0.5172176,0.09628095,-31.702446,-0.63998646,-3.56E-07,1.6249585,8.48775,0.9624372,0.001708733,1.1596076,-20,6.3860145,62.328846,0.6701722
1,0.012874409,0.5028887,0.32257217,-35.823467,-0.28020716,-5.58E-06,3.4300945,16.377975,0.9495494,0.006089501,0.8955142,-20,25.999477,82.938065,0.61491334
1,0.18320058,0.49843183,0.25440076,-15.4049835,-0.35399887,-1.48E-06,1.6317083,3.5903032,0.9411415,0.000658494,0.5982951,-20,3.9511778,65.004814,0.59800845
1,0.2007775,0.50308573,0.050491203,-19.956284,-0.53041387,-1.11E-06,1.8124925,12.515492,0.99207354,0.006392547,0.7943928,20,6.2103457,67.66789,0.50334793
1,0.21883489,0.5263952,0.17787157,-22.83327,-0.365219,-7.02E-07,1.5879023,7.9582405,0.95605123,0.016199477,0.16782175,20,4.9400826,56.391045,0.6958586
1,0.045645177,0.51175034,0.003607293,-28.418087,-0.24197777,-3.97E-06,2.1501448,11.760965,0.9772669,-0.000960751,1.6208327,-20,11.236895,63.08479,0.6554462
1,0.10833686,0.5044416,0.03319239,-20.922115,-0.5486603,-1.86E-06,2.3694215,11.535764,0.96217203,-0.00423528,0.58719444,-20,6.354844,74.86834,0.59660727
1,0.056010928,0.5074132,0.23127925,-26.04541,-0.23555596,-6.87E-07,2.2608058,12.712,0.95028174,0.010322718,1.4501334,-20,15.631508,70.61107,0.6423489
1,0.006454485,0.50945497,0.27218145,-20.681211,-0.5766399,-7.67E-07,2.7792983,6.881209,0.9598648,0.013895938,0.6332795,-20,4.525051,74.17787,0.5286036
1,0.13193907,0.51329374,0.004774194,-25.019695,-0.4718046,-7.63E-07,2.2559524,11.809648,0.99402356,-0.001079453,0.3234644,20,7.1128798,65.28049,0.5169232
1,0.21631205,0.5124059,0.106067315,-31.893257,-0.5920198,-5.54E-08,1.876975,10.103063,0.99419224,0.010602269,0.7523158,20,8.730825,65.28419,0.7147587
1,0.18229766,0.5118888,0.055885736,-23.087877,0.3947453,-4.21E-07,1.8043522,12.610078,0.91659725,0.000189267,0.9485014,-20,6.3770204,57.37995,0.7033168
1,0.112148754,0.5054606,0.02117196,-25.53261,0.22396354,-4.49E-07,2.9470055,13.964708,0.95848495,0.001555884,1.1615137,-20,9.220072,63.4879,0.5606454
1,0.14941406,0.50162655,0.110208064,-30.887444,0.36377844,-2.05E-06,2.6460083,12.722367,0.9524894,0.010913852,0.50354695,20,7.2430496,91.278114,0.6107247
1,0.14660777,0.5152705,0.025996322,-51.03401,-0.22936395,-3.00E-05,2.2969816,12.365789,0.94478637,-0.000513173,0.5398941,-20,8.760995,83.931335,0.65776175
1,0.8429586,0.50118375,0.04569452,-26.550867,-0.5449475,-1.44E-05,1.8764002,11.715821,0.9793452,0.001134712,1.3243833,-20,8.915925,61.967434,0.58590317
1,0.12845723,0.5080386,0.3419675,-27.668247,-0.53479123,-2.98E-06,2.5850265,8.652724,0.9311078,0.001656396,0.6831303,20,8.9905405,90.44509,0.67342067
1,0.2946265,0.5065691,0.067664176,-16.015888,-0.62980586,-1.81E-07,1.6325603,3.4136953,0.9749351,-0.002585129,0.34049672,20,4.0390234,57.595123,0.7442096
1,0.11087165,0.5019153,0.21565342,-23.961128,-0.41909358,-2.15E-06,2.2248487,14.612871,0.98515767,-0.001099444,1.1727103,-20,11.86668,64.47812,0.652983
1,0.06764442,0.5049372,0.07687706,-35.651257,-0.61821586,-2.15E-06,3.1556685,16.363195,0.9899372,-0.003244063,0.74474347,-20,10.695861,69.57548,0.7188668
1,0.1333787,0.49778986,0.24770643,-28.16797,-0.6131442,-5.79E-06,2.0022845,8.352087,0.9367442,-0.000685689,0.45199552,-20,7.6865096,71.531845,0.65419483
1,0.002787456,0.50174135,0.028080761,-32.079716,0.07067946,-3.57E-06,8.340642,12.4293,0.96801555,-0.004837271,2.9403687,-20,18.085266,77.59578,0.6377834
1,0.059160627,0.516428,0.24439953,-24.799517,-0.39624012,-2.00E-07,2.0372443,7.0344033,0.9829257,0.005087256,0.3464164,-20,7.4836426,60.65039,0.67048836
1,0.0912211,0.51661247,0.008483755,-33.79507,-0.41480452,-9.18E-07,2.5099738,14.820932,0.97337395,0.003279354,0.35268188,20,10.397556,74.58892,0.60446674
1,0.06821641,0.5122424,0.16940948,-46.925602,0.5198241,-2.83E-06,2.5459979,14.140541,0.96667343,0.00507828,0.7082311,-20,15.036318,77.94435,0.6422951
1,0.13266598,0.5098355,0.07303048,-28.572647,-0.42614308,-1.03E-06,2.8418093,10.047708,0.9962264,0.000191017,1.1320812,20,8.100887,73.71229,0.64865965
1,0.12857373,0.49426773,0.22389023,-37.0303,-0.31258535,-1.14E-05,2.1750166,14.54795,0.97023714,-0.0015278,1.8694813,20,8.277313,66.394936,0.6278199
1,0.009416025,0.5049335,0.006787945,-20.948227,-0.25612894,-1.92E-07,1.9762834,9.113643,0.9885514,-0.000157507,8.15844,-20,10.670086,55.773693,0.5642723
1,0.04934753,0.5078722,0.027731974,-27.26835,-0.46485087,-1.17E-06,1.9497304,10.28686,0.98941416,0.000815825,0.48590383,20,9.9852,60.64018,0.5540872
1,0.2920443,0.50025165,0.22686116,-17.041718,-0.39834163,-7.98E-07,1.5491343,3.3463814,0.97312033,0.002875845,0.4092342,-20,3.0175471,67.947205,0.5926954
1,0.038355708,0.4971238,0.022422273,-24.479572,0.20789726,-2.22E-07,2.0963807,7.68749,0.98149025,0.00173431,3.8680422,20,4.963857,66.349556,0.5901062
1,0.09559513,0.5246393,0.07342199,-32.296448,-0.483274,-6.10E-05,1.9974773,11.849623,0.9609108,0.003104775,0.30390528,-20,13.007811,68.2447,0.59756124
1,0.084749386,0.49983972,0.036107253,-20.615229,-0.22826186,-1.34E-06,2.427869,19.26965,1.0052439,-0.002602803,1.1037182,-20,9.654869,82.33638,0.6141896
1,0.12511332,0.50190324,0.026272876,-28.458786,0.041277096,-5.21E-07,2.3637056,11.991983,0.9754825,0.005647217,1.5079081,-20,12.953285,69.902916,0.65488756
1,0.15889297,0.51035017,0.02842777,-31.659714,-0.19861338,-2.63E-06,2.1262217,12.811444,0.97889704,-0.002172843,1.2479378,-20,9.451411,81.92384,0.623749
1,0.058227383,0.516857,0.046601582,-36.128918,-0.47393107,-3.47E-05,2.8119423,16.494198,0.9800734,0.001429121,1.057951,-20,14.906771,78.64363,0.6656134
1,0.02580785,0.5185346,0.098374866,-28.446123,-0.23579039,-1.08E-06,2.4712007,20.918886,0.959388,0.004930064,1.6104467,-20,27.778551,71.854576,0.6130623
1,0.04413551,0.501012,0.04451639,-20.370487,-0.57966983,-5.80E-07,2.1477344,5.8861833,0.9803431,-0.003371509,0.8480091,20,3.4194353,75.2235,0.6820513
1,0.10728953,0.51189053,0.11777283,-35.51485,0.30587223,-6.03E-06,2.4643273,12.569358,0.93857086,0.003003357,2.177751,20,6.570669,68.09497,0.65851325
1,0.21550821,0.5103894,0.10439944,-24.594688,-0.45129445,-7.35E-07,1.4078772,12.933872,0.97560894,0.001864028,1.6318942,-20,6.654024,63.35839,0.6065054
1,0.07045366,0.49928525,0.12641288,-20.728981,-0.6577791,-2.33E-07,2.4657383,10.620382,0.9918472,-0.000401664,1.07,-20,7.587881,62.339897,0.6237901
1,0.02340994,0.5074276,0.020301314,-33.56077,0.015082896,-4.68E-06,2.842395,18.999126,0.9698679,0.001617161,2.0155349,-20,25.70014,81.6731,0.64126915
1,0.16986795,0.5114011,0.0119976,-31.271109,-0.35406142,-1.96E-06,2.192811,20.379513,0.94788593,0.000895367,0.6195609,-20,10.029504,85.896454,0.61329424
1,0.14658551,0.50637764,0.067600235,-24.73209,-1.2142346,-1.62E-06,1.9690233,13.9096575,0.9766699,-0.000640554,1.4459453,-20,8.595141,71.98795,0.7127664
1,0.10273636,0.49074528,0.034223024,-14.69591,0.10551733,-1.43E-07,1.4388071,10.231625,0.9907192,0.00024632,0.47933796,20,11.558574,54.80121,0.542934
1,0.07756024,0.5013802,0.024335174,-21.809952,-0.17614141,-4.88E-07,2.568702,9.991042,0.9606734,0.000821705,2.453482,-20,8.675383,68.178925,0.58440787
1,0.027475568,0.5069137,0.044976957,-17.50054,-0.27264354,-4.32E-07,2.0677433,8.624634,0.99244225,-0.000458072,1.3998818,-20,9.591817,57.718307,0.6817553
1,0.13703236,0.501891,0.02380619,-28.858196,0.25233084,-3.92E-08,2.1278098,6.5070696,0.9512166,0.003686116,0.6537222,-20,5.5238557,72.56163,0.66810054
1,0.19925013,0.50687134,0.06654772,-17.257563,-0.52697176,-8.27E-07,2.5385685,14.646417,0.97888607,0.001094876,0.46211296,20,7.517635,78.10422,0.6849503
1,0.13116124,0.5022549,0.14192687,-24.221535,-0.6061359,-8.96E-07,2.1712072,8.715683,0.9370785,0.006802933,0.9462793,-20,8.330241,88.36696,0.60009736
1,0.02426649,0.5102536,0.017853208,-24.490868,-0.883613,-1.95E-07,3.3582582,10.887496,0.9924718,-0.004830342,0.68855995,20,16.888351,61.27008,0.71194386
1,0.0957979,0.5141285,0.0145,-36.57629,-0.48297063,-7.13E-06,2.4696624,12.049967,0.93210983,0.000549877,0.87854016,-20,15.417946,82.55718,0.61625224
1,0.004561706,0.5127573,0.16919285,-29.261063,0.36067644,-8.85E-08,2.590115,6.9625015,0.9971028,0.002929913,1.0275203,20,9.5658045,56.6666,0.65244555
1,0.13445017,0.5070846,0.019527897,-28.593203,-0.20622645,-5.33E-06,2.205352,15.351383,0.93695676,0.002999292,1.7956586,20,13.679368,66.30748,0.666971
1,0.06269834,0.5233685,0.10751951,-22.71877,-0.42363188,-2.08E-07,2.0906436,5.7067046,0.99837697,-0.000944905,0.52523404,-20,3.674716,59.12422,0.6463566
1,0.03077489,0.51789653,0.12438726,-22.859379,-0.39594856,-2.46E-05,1.9963121,15.760323,0.95882076,0.001778275,0.2803931,-20,10.490006,77.48308,0.50956833
1,0.2327895,0.5179684,0.11480843,-33.663887,0.16869223,-2.57E-06,1.752776,7.0659456,0.9491295,0.005449355,0.7339694,20,5.628636,64.29703,0.6674724
1,0.11728302,0.5109401,0.08538241,-36.178543,-0.6047683,-4.78E-07,2.584404,10.090009,0.9425851,0.003882563,0.88446295,19.99982,10.029355,80.5657,0.6568689
1,0.1332444,0.5083785,0.013336668,-19.870102,0.97005194,-2.66E-07,1.2676259,8.467137,0.97324437,-0.001692352,0.5346783,-20,9.623403,65.2825,0.6687621
1,0.24309392,0.5010709,0.0385439,-22.772861,-0.41933575,-7.94E-05,1.8304623,11.71784,0.94484484,-0.000822536,0.43279067,-20,8.706416,63.253754,0.5901576
1,0.000782385,0.5097776,0.029158752,-23.564823,-0.25293493,-4.45E-06,3.6728826,12.178687,0.9849584,-0.001331426,1.3625784,20,55.10413,66.7789,0.57384396
1,0.06672582,0.5015079,0.17325766,-21.544094,-0.2682881,-1.94E-05,2.3432486,9.111099,0.97612864,-0.003884966,0.5803863,20,7.244204,85.924774,0.62621117
1,0.016439019,0.50320244,0.003986952,-12.029004,0.51427317,-1.59E-06,2.168342,7.113606,0.9673473,-0.002694353,1.3843935,-20,10.357719,65.38166,0.5796357
1,0.05223518,0.504615,0.012263235,-22.215382,-1.0642138,-1.39E-07,2.2077496,12.784682,0.99426717,0.001989628,1.6511317,20,12.575362,58.49697,0.56454617
1,0.093746416,0.51623267,0.011239821,-25.58826,-1.0599425,-2.20E-07,2.1371272,10.433392,0.9776372,0.002387359,1.6598659,20,4.1375885,61.417892,0.6181008
1,0.16368286,0.5042608,0.07453152,-22.898611,-0.8714033,-5.60E-08,1.9806089,2.658797,0.98723656,0.001055304,1.1695013,20,1.7743324,60.873226,0.66326946
1,0.3566028,0.5049226,0.09333802,-24.715021,0.26792315,-1.50E-05,1.8258916,7.7644954,0.9631435,0.003528179,0.8742524,-20,6.6297746,64.88922,0.6246189
1,0.006837322,0.5070446,0.012003001,-21.764406,-0.3913656,-1.03E-06,2.2255366,16.220602,0.9831653,-0.000242686,1.8848343,-20,10.826401,61.560265,0.50646704
